clip_id,class_id,freesound_start_time,freesound_end_time,salience,slice_file_name,class_label,hierarchy
149254-9-0-30,9,15.0,19.0,1,149254-9-0-30.wav,street_music,"['human_animal', 'human', 'street_music']"
54545-3-0-0,3,0.826371,4.826371,1,54545-3-0-0.wav,dog_bark,"['human_animal', 'animal', 'dog_bark']"
147926-0-0-34,0,17.0,21.0,1,147926-0-0-34.wav,air_conditioner,"['mechanical', 'machinery', 'air_conditioner']"
33849-3-2-0,3,3.233909,4.60587,1,33849-3-2-0.wav,dog_bark,"['human_animal', 'animal', 'dog_bark']"
146690-0-0-47,0,23.5,27.5,1,146690-0-0-47.wav,air_conditioner,"['mechanical', 'machinery', 'air_conditioner']"
156893-7-3-0,7,7.809421,9.343414,2,156893-7-3-0.wav,jackhammer,"['mechanical', 'construction_tools', 'jackhammer']"
96920-9-0-3,9,1.5,5.5,1,96920-9-0-3.wav,street_music,"['human_animal', 'human', 'street_music']"
203929-7-2-3,7,81.765679,85.765679,2,203929-7-2-3.wav,jackhammer,"['mechanical', 'construction_tools', 'jackhammer']"
145577-1-0-0,1,0.0,1.105569,1,145577-1-0-0.wav,car_horn,"['vehicle', 'vehicle_signal', 'car_horn']"
76086-4-0-53,4,26.5,30.5,1,76086-4-0-53.wav,drilling,"['mechanical', 'construction_tools', 'drilling']"
146690-0-0-86,0,43.0,47.0,1,146690-0-0-86.wav,air_conditioner,"['mechanical', 'machinery', 'air_conditioner']"
179866-1-0-0,1,0.145435,0.630933,1,179866-1-0-0.wav,car_horn,"['vehicle', 'vehicle_signal', 'car_horn']"
166421-3-0-31,3,15.5,19.5,1,166421-3-0-31.wav,dog_bark,"['human_animal', 'animal', 'dog_bark']"
146690-0-0-154,0,77.0,81.0,1,146690-0-0-154.wav,air_conditioner,"['mechanical', 'machinery', 'air_conditioner']"
178521-2-0-2,2,1.0,5.0,1,178521-2-0-2.wav,children_playing,"['human_animal', 'human', 'children_playing']"
146690-0-0-140,0,70.0,74.0,1,146690-0-0-140.wav,air_conditioner,"['mechanical', 'machinery', 'air_conditioner']"
179096-3-0-10,3,5.0,9.0,1,179096-3-0-10.wav,dog_bark,"['human_animal', 'animal', 'dog_bark']"
177592-5-0-2,5,1.0,5.0,2,177592-5-0-2.wav,engine_idling,"['vehicle', 'vehicle_operation', 'engine_idling']"
147926-0-0-36,0,18.0,22.0,1,147926-0-0-36.wav,air_conditioner,"['mechanical', 'machinery', 'air_conditioner']"
54545-3-0-2,3,1.826371,5.826371,1,54545-3-0-2.wav,dog_bark,"['human_animal', 'animal', 'dog_bark']"
156893-7-1-0,7,3.765256,4.992451,2,156893-7-1-0.wav,jackhammer,"['mechanical', 'construction_tools', 'jackhammer']"
33849-3-0-0,3,0.0,0.264593,1,33849-3-0-0.wav,dog_bark,"['human_animal', 'animal', 'dog_bark']"
50416-4-0-1,4,0.558705,4.558705,1,50416-4-0-1.wav,drilling,"['mechanical', 'construction_tools', 'drilling']"
60591-2-0-16,2,8.0,12.0,1,60591-2-0-16.wav,children_playing,"['human_animal', 'human', 'children_playing']"
158597-2-0-33,2,17.668347,21.668347,2,158597-2-0-33.wav,children_playing,"['human_animal', 'human', 'children_playing']"
180126-4-1-0,4,19.285883,23.285883,1,180126-4-1-0.wav,drilling,"['mechanical', 'construction_tools', 'drilling']"
94710-5-0-1,5,0.5,4.5,1,94710-5-0-1.wav,engine_idling,"['vehicle', 'vehicle_operation', 'engine_idling']"
109703-2-0-29,2,14.5,18.5,2,109703-2-0-29.wav,children_playing,"['human_animal', 'human', 'children_playing']"
178520-2-0-38,2,19.0,23.0,1,178520-2-0-38.wav,children_playing,"['human_animal', 'human', 'children_playing']"
123688-8-1-2,8,57.044659,61.044659,1,123688-8-1-2.wav,siren,"['vehicle', 'vehicle_signal', 'siren']"
155219-2-0-24,2,12.0,16.0,2,155219-2-0-24.wav,children_playing,"['human_animal', 'human', 'children_playing']"
40717-8-0-5,8,2.851355,6.851355,2,40717-8-0-5.wav,siren,"['vehicle', 'vehicle_signal', 'siren']"
34621-4-1-0,4,2.68609,3.82808,1,34621-4-1-0.wav,drilling,"['mechanical', 'construction_tools', 'drilling']"
162541-1-0-0,1,1.271857,1.758951,1,162541-1-0-0.wav,car_horn,"['vehicle', 'vehicle_signal', 'car_horn']"
145608-6-2-0,6,5.875533,6.833593,2,145608-6-2-0.wav,gun_shot,"['impact', 'hazardous', 'gun_shot']"
72567-1-3-0,1,49.13099,50.273571,2,72567-1-3-0.wav,car_horn,"['vehicle', 'vehicle_signal', 'car_horn']"
189991-0-0-6,0,3.0,7.0,1,189991-0-0-6.wav,air_conditioner,"['mechanical', 'machinery', 'air_conditioner']"
163460-6-0-0,6,0.0,0.672222,1,163460-6-0-0.wav,gun_shot,"['impact', 'hazardous', 'gun_shot']"
203929-7-4-7,7,142.951482,146.951482,2,203929-7-4-7.wav,jackhammer,"['mechanical', 'construction_tools', 'jackhammer']"
182739-2-0-56,2,28.0,32.0,1,182739-2-0-56.wav,children_playing,"['human_animal', 'human', 'children_playing']"
74458-9-1-13,9,80.381658,84.381658,2,74458-9-1-13.wav,street_music,"['human_animal', 'human', 'street_music']"
77751-4-1-0,4,7.339391,11.339390999999999,1,77751-4-1-0.wav,drilling,"['mechanical', 'construction_tools', 'drilling']"
147672-3-0-0,3,0.644886,0.997283,1,147672-3-0-0.wav,dog_bark,"['human_animal', 'animal', 'dog_bark']"
77751-4-1-1,4,7.839391,11.839390999999999,1,77751-4-1-1.wav,drilling,"['mechanical', 'construction_tools', 'drilling']"
74458-9-1-12,9,79.881658,83.881658,2,74458-9-1-12.wav,street_music,"['human_animal', 'human', 'street_music']"
203929-7-4-6,7,142.451482,146.451482,2,203929-7-4-6.wav,jackhammer,"['mechanical', 'construction_tools', 'jackhammer']"
189991-0-0-7,0,3.5,7.5,1,189991-0-0-7.wav,air_conditioner,"['mechanical', 'machinery', 'air_conditioner']"
165643-4-0-0,4,0.0,4.0,1,165643-4-0-0.wav,drilling,"['mechanical', 'construction_tools', 'drilling']"
93193-9-1-11,9,165.075575,169.075575,2,93193-9-1-11.wav,street_music,"['human_animal', 'human', 'street_music']"
40717-8-0-4,8,2.351355,6.351355,2,40717-8-0-4.wav,siren,"['vehicle', 'vehicle_signal', 'siren']"
155219-2-0-25,2,12.5,16.5,2,155219-2-0-25.wav,children_playing,"['human_animal', 'human', 'children_playing']"
123688-8-1-3,8,57.544659,61.544659,1,123688-8-1-3.wav,siren,"['vehicle', 'vehicle_signal', 'siren']"
178520-2-0-39,2,19.5,23.5,1,178520-2-0-39.wav,children_playing,"['human_animal', 'human', 'children_playing']"
94710-5-0-0,5,0.0,4.0,1,94710-5-0-0.wav,engine_idling,"['vehicle', 'vehicle_operation', 'engine_idling']"
180126-4-1-1,4,19.785883,23.785883,1,180126-4-1-1.wav,drilling,"['mechanical', 'construction_tools', 'drilling']"
76091-6-1-0,6,2.255494,2.673336,1,76091-6-1-0.wav,gun_shot,"['impact', 'hazardous', 'gun_shot']"
109703-2-0-14,2,7.0,11.0,2,109703-2-0-14.wav,children_playing,"['human_animal', 'human', 'children_playing']"
178520-2-0-11,2,5.5,9.5,1,178520-2-0-11.wav,children_playing,"['human_animal', 'human', 'children_playing']"
14387-9-0-7,9,3.5,7.5,1,14387-9-0-7.wav,street_music,"['human_animal', 'human', 'street_music']"
49808-3-1-8,3,60.882376,64.882376,2,49808-3-1-8.wav,dog_bark,"['human_animal', 'animal', 'dog_bark']"
50416-4-0-0,4,0.058705,4.058705,1,50416-4-0-0.wav,drilling,"['mechanical', 'construction_tools', 'drilling']"
18581-3-1-1,3,64.21059,68.21059,2,18581-3-1-1.wav,dog_bark,"['human_animal', 'animal', 'dog_bark']"
4201-3-0-0,3,0.104715,0.352725,2,4201-3-0-0.wav,dog_bark,"['human_animal', 'animal', 'dog_bark']"
66996-8-3-0,8,35.6242,39.6242,2,66996-8-3-0.wav,siren,"['vehicle', 'vehicle_signal', 'siren']"
204773-3-7-1,3,22.362283,26.362283,1,204773-3-7-1.wav,dog_bark,"['human_animal', 'animal', 'dog_bark']"
147926-0-0-37,0,18.5,22.5,1,147926-0-0-37.wav,air_conditioner,"['mechanical', 'machinery', 'air_conditioner']"
177592-5-0-3,5,1.5,5.5,2,177592-5-0-3.wav,engine_idling,"['vehicle', 'vehicle_operation', 'engine_idling']"
146690-0-0-155,0,77.5,81.5,1,146690-0-0-155.wav,air_conditioner,"['mechanical', 'machinery', 'air_conditioner']"
197320-6-4-0,6,11.236102,14.097039,1,197320-6-4-0.wav,gun_shot,"['impact', 'hazardous', 'gun_shot']"
72539-3-0-8,3,10.80482,14.80482,1,72539-3-0-8.wav,dog_bark,"['human_animal', 'animal', 'dog_bark']"
76089-6-0-0,6,0.433166,1.013356,1,76089-6-0-0.wav,gun_shot,"['impact', 'hazardous', 'gun_shot']"
115537-3-0-0,3,1.665407,2.340997,1,115537-3-0-0.wav,dog_bark,"['human_animal', 'animal', 'dog_bark']"
96920-9-0-0,9,0.0,4.0,1,96920-9-0-0.wav,street_music,"['human_animal', 'human', 'street_music']"
109703-2-0-153,2,76.5,80.5,2,109703-2-0-153.wav,children_playing,"['human_animal', 'human', 'children_playing']"
178521-2-0-69,2,34.5,38.5,1,178521-2-0-69.wav,children_playing,"['human_animal', 'human', 'children_playing']"
203929-7-2-0,7,80.265679,84.265679,2,203929-7-2-0.wav,jackhammer,"['mechanical', 'construction_tools', 'jackhammer']"
146690-0-0-93,0,46.5,50.5,1,146690-0-0-93.wav,air_conditioner,"['mechanical', 'machinery', 'air_conditioner']"
146690-0-0-87,0,43.5,47.5,1,146690-0-0-87.wav,air_conditioner,"['mechanical', 'machinery', 'air_conditioner']"
34621-4-14-0,4,16.373887,16.952925,1,34621-4-14-0.wav,drilling,"['mechanical', 'construction_tools', 'drilling']"
35800-6-0-0,6,0.297187,4.297187,1,35800-6-0-0.wav,gun_shot,"['impact', 'hazardous', 'gun_shot']"
158607-3-2-0,3,11.16796,13.21088,1,158607-3-2-0.wav,dog_bark,"['human_animal', 'animal', 'dog_bark']"
192269-2-0-54,2,27.0,31.0,1,192269-2-0-54.wav,children_playing,"['human_animal', 'human', 'children_playing']"
178521-2-0-70,2,35.0,39.0,1,178521-2-0-70.wav,children_playing,"['human_animal', 'human', 'children_playing']"
197320-6-8-0,6,22.77214,25.171636,1,197320-6-8-0.wav,gun_shot,"['impact', 'hazardous', 'gun_shot']"
168713-9-0-82,9,41.0,45.0,1,168713-9-0-82.wav,street_music,"['human_animal', 'human', 'street_music']"
72539-3-0-5,3,9.30482,13.30482,1,72539-3-0-5.wav,dog_bark,"['human_animal', 'animal', 'dog_bark']"
166421-3-0-29,3,14.5,18.5,1,166421-3-0-29.wav,dog_bark,"['human_animal', 'animal', 'dog_bark']"
113785-3-1-0,3,0.991278,1.592177,1,113785-3-1-0.wav,dog_bark,"['human_animal', 'animal', 'dog_bark']"
201652-5-5-3,5,260.309406,264.309406,1,201652-5-5-3.wav,engine_idling,"['vehicle', 'vehicle_operation', 'engine_idling']"
147926-0-0-12,0,6.0,10.0,1,147926-0-0-12.wav,air_conditioner,"['mechanical', 'machinery', 'air_conditioner']"
34621-4-18-0,4,19.73552,20.346726,1,34621-4-18-0.wav,drilling,"['mechanical', 'construction_tools', 'drilling']"
97193-3-0-4,3,2.0,6.0,1,97193-3-0-4.wav,dog_bark,"['human_animal', 'animal', 'dog_bark']"
34621-4-25-0,4,25.059446,25.751074,1,34621-4-25-0.wav,drilling,"['mechanical', 'construction_tools', 'drilling']"
203929-7-6-9,7,213.271841,217.271841,2,203929-7-6-9.wav,jackhammer,"['mechanical', 'construction_tools', 'jackhammer']"
160366-3-0-13,3,6.5,10.5,1,160366-3-0-13.wav,dog_bark,"['human_animal', 'animal', 'dog_bark']"
60605-9-0-90,9,45.0,49.0,1,60605-9-0-90.wav,street_music,"['human_animal', 'human', 'street_music']"
152908-5-0-1,5,0.5,4.5,1,152908-5-0-1.wav,engine_idling,"['vehicle', 'vehicle_operation', 'engine_idling']"
84359-2-0-6,2,3.0,7.0,2,84359-2-0-6.wav,children_playing,"['human_animal', 'human', 'children_playing']"
203929-7-7-12,7,306.388222,310.388222,2,203929-7-7-12.wav,jackhammer,"['mechanical', 'construction_tools', 'jackhammer']"
203929-7-9-17,7,364.020203,368.020203,2,203929-7-9-17.wav,jackhammer,"['mechanical', 'construction_tools', 'jackhammer']"
196063-2-0-0,2,0.0,4.0,1,196063-2-0-0.wav,children_playing,"['human_animal', 'human', 'children_playing']"
196063-2-0-1,2,0.5,4.5,1,196063-2-0-1.wav,children_playing,"['human_animal', 'human', 'children_playing']"
203929-7-7-13,7,306.888222,310.888222,2,203929-7-7-13.wav,jackhammer,"['mechanical', 'construction_tools', 'jackhammer']"
152908-5-0-0,5,0.0,4.0,1,152908-5-0-0.wav,engine_idling,"['vehicle', 'vehicle_operation', 'engine_idling']"
60605-9-0-52,9,26.0,30.0,1,60605-9-0-52.wav,street_music,"['human_animal', 'human', 'street_music']"
158597-2-0-16,2,9.168347,13.168347,2,158597-2-0-16.wav,children_playing,"['human_animal', 'human', 'children_playing']"
132073-1-3-0,1,5.80149,7.787586,2,132073-1-3-0.wav,car_horn,"['vehicle', 'vehicle_signal', 'car_horn']"
203929-7-6-8,7,212.771841,216.771841,2,203929-7-6-8.wav,jackhammer,"['mechanical', 'construction_tools', 'jackhammer']"
201652-5-3-4,5,126.201485,130.201485,1,201652-5-3-4.wav,engine_idling,"['vehicle', 'vehicle_operation', 'engine_idling']"
108187-3-6-0,3,31.5648,33.266824,2,108187-3-6-0.wav,dog_bark,"['human_animal', 'animal', 'dog_bark']"
146690-0-0-165,0,82.5,86.5,1,146690-0-0-165.wav,air_conditioner,"['mechanical', 'machinery', 'air_conditioner']"
173995-3-0-27,3,13.5,17.5,1,173995-3-0-27.wav,dog_bark,"['human_animal', 'animal', 'dog_bark']"
201652-5-5-2,5,259.809406,263.809406,1,201652-5-5-2.wav,engine_idling,"['vehicle', 'vehicle_operation', 'engine_idling']"
166421-3-0-5,3,2.5,6.5,1,166421-3-0-5.wav,dog_bark,"['human_animal', 'animal', 'dog_bark']"
108187-3-4-0,3,24.911435,26.304,2,108187-3-4-0.wav,dog_bark,"['human_animal', 'animal', 'dog_bark']"
72539-3-0-6,3,9.80482,13.80482,1,72539-3-0-6.wav,dog_bark,"['human_animal', 'animal', 'dog_bark']"
147926-0-0-11,0,5.5,9.5,1,147926-0-0-11.wav,air_conditioner,"['mechanical', 'machinery', 'air_conditioner']"
201652-5-5-0,5,258.809406,262.809406,1,201652-5-5-0.wav,engine_idling,"['vehicle', 'vehicle_operation', 'engine_idling']"
204773-3-9-0,3,42.184968,46.184968,1,204773-3-9-0.wav,dog_bark,"['human_animal', 'animal', 'dog_bark']"
149254-9-0-29,9,14.5,18.5,1,149254-9-0-29.wav,street_music,"['human_animal', 'human', 'street_music']"
147926-0-0-39,0,19.5,23.5,1,147926-0-0-39.wav,air_conditioner,"['mechanical', 'machinery', 'air_conditioner']"
76086-4-0-3,4,1.5,5.5,1,76086-4-0-3.wav,drilling,"['mechanical', 'construction_tools', 'drilling']"
27349-3-2-1,3,41.980366,45.980366,2,27349-3-2-1.wav,dog_bark,"['human_animal', 'animal', 'dog_bark']"
50898-5-0-0,5,1.187763,4.777279,1,50898-5-0-0.wav,engine_idling,"['vehicle', 'vehicle_operation', 'engine_idling']"
178520-2-0-23,2,11.5,15.5,1,178520-2-0-23.wav,children_playing,"['human_animal', 'human', 'children_playing']"
174906-2-0-10,2,5.0,9.0,2,174906-2-0-10.wav,children_playing,"['human_animal', 'human', 'children_playing']"
109703-2-0-32,2,16.0,20.0,2,109703-2-0-32.wav,children_playing,"['human_animal', 'human', 'children_playing']"
152908-5-0-2,5,1.0,5.0,1,152908-5-0-2.wav,engine_idling,"['vehicle', 'vehicle_operation', 'engine_idling']"
44735-5-0-0,5,0.0,4.0,1,44735-5-0-0.wav,engine_idling,"['vehicle', 'vehicle_operation', 'engine_idling']"
203929-7-4-8,7,143.451482,147.451482,2,203929-7-4-8.wav,jackhammer,"['mechanical', 'construction_tools', 'jackhammer']"
132073-1-1-0,1,2.979144,4.128989,2,132073-1-1-0.wav,car_horn,"['vehicle', 'vehicle_signal', 'car_horn']"
84359-2-0-5,2,2.5,6.5,2,84359-2-0-5.wav,children_playing,"['human_animal', 'human', 'children_playing']"
203929-7-9-15,7,363.020203,367.020203,2,203929-7-9-15.wav,jackhammer,"['mechanical', 'construction_tools', 'jackhammer']"
196063-2-0-2,2,1.0,5.0,1,196063-2-0-2.wav,children_playing,"['human_animal', 'human', 'children_playing']"
39970-9-0-108,9,57.690714,61.690714,1,39970-9-0-108.wav,street_music,"['human_animal', 'human', 'street_music']"
203929-7-7-10,7,305.388222,309.388222,2,203929-7-7-10.wav,jackhammer,"['mechanical', 'construction_tools', 'jackhammer']"
93193-9-1-22,9,170.575575,174.575575,2,93193-9-1-22.wav,street_music,"['human_animal', 'human', 'street_music']"
27349-3-0-2,3,1.0,5.0,2,27349-3-0-2.wav,dog_bark,"['human_animal', 'animal', 'dog_bark']"
44735-5-0-1,5,0.5,4.5,1,44735-5-0-1.wav,engine_idling,"['vehicle', 'vehicle_operation', 'engine_idling']"
34621-4-27-0,4,26.346196,26.925233,1,34621-4-27-0.wav,drilling,"['mechanical', 'construction_tools', 'drilling']"
152908-5-0-3,5,1.5,5.5,1,152908-5-0-3.wav,engine_idling,"['vehicle', 'vehicle_operation', 'engine_idling']"
174906-2-0-11,2,5.5,9.5,2,174906-2-0-11.wav,children_playing,"['human_animal', 'human', 'children_playing']"
79377-9-0-4,9,2.0,6.0,2,79377-9-0-4.wav,street_music,"['human_animal', 'human', 'street_music']"
73623-7-5-0,7,20.356877,22.564484,1,73623-7-5-0.wav,jackhammer,"['mechanical', 'construction_tools', 'jackhammer']"
74458-9-1-5,9,76.381658,80.381658,2,74458-9-1-5.wav,street_music,"['human_animal', 'human', 'street_music']"
76086-4-0-2,4,1.0,5.0,1,76086-4-0-2.wav,drilling,"['mechanical', 'construction_tools', 'drilling']"
97193-3-0-6,3,3.0,7.0,1,97193-3-0-6.wav,dog_bark,"['human_animal', 'animal', 'dog_bark']"
17307-1-0-0,1,11.275117,11.336696,2,17307-1-0-0.wav,car_horn,"['vehicle', 'vehicle_signal', 'car_horn']"
204773-3-9-1,3,42.684968,46.684968,1,204773-3-9-1.wav,dog_bark,"['human_animal', 'animal', 'dog_bark']"
201652-5-5-1,5,259.309406,263.309406,1,201652-5-5-1.wav,engine_idling,"['vehicle', 'vehicle_operation', 'engine_idling']"
147926-0-0-10,0,5.0,9.0,1,147926-0-0-10.wav,air_conditioner,"['mechanical', 'machinery', 'air_conditioner']"
158607-3-0-0,3,0.115242,1.131463,2,158607-3-0-0.wav,dog_bark,"['human_animal', 'animal', 'dog_bark']"
192269-2-0-56,2,28.0,32.0,1,192269-2-0-56.wav,children_playing,"['human_animal', 'human', 'children_playing']"
77751-4-9-3,4,54.329079,58.329079,1,77751-4-9-3.wav,drilling,"['mechanical', 'construction_tools', 'drilling']"
96169-9-1-10,9,56.457537,60.457537,1,96169-9-1-10.wav,street_music,"['human_animal', 'human', 'street_music']"
203929-7-5-11,7,177.382059,181.382059,2,203929-7-5-11.wav,jackhammer,"['mechanical', 'construction_tools', 'jackhammer']"
73623-7-1-0,7,3.125816,7.125816,1,73623-7-1-0.wav,jackhammer,"['mechanical', 'construction_tools', 'jackhammer']"
96920-9-0-11,9,5.5,9.5,1,96920-9-0-11.wav,street_music,"['human_animal', 'human', 'street_music']"
147926-0-0-28,0,14.0,18.0,1,147926-0-0-28.wav,air_conditioner,"['mechanical', 'machinery', 'air_conditioner']"
177592-5-0-8,5,4.0,8.0,2,177592-5-0-8.wav,engine_idling,"['vehicle', 'vehicle_operation', 'engine_idling']"
201652-5-5-5,5,261.309406,265.309406,1,201652-5-5-5.wav,engine_idling,"['vehicle', 'vehicle_operation', 'engine_idling']"
152908-5-0-11,5,5.5,9.5,1,152908-5-0-11.wav,engine_idling,"['vehicle', 'vehicle_operation', 'engine_idling']"
201652-5-3-3,5,125.701485,129.701485,1,201652-5-3-3.wav,engine_idling,"['vehicle', 'vehicle_operation', 'engine_idling']"
203929-7-8-0,7,347.007176,351.007176,2,203929-7-8-0.wav,jackhammer,"['mechanical', 'construction_tools', 'jackhammer']"
185800-4-2-1,4,9.64007,13.64007,2,185800-4-2-1.wav,drilling,"['mechanical', 'construction_tools', 'drilling']"
27349-3-0-6,3,3.0,7.0,2,27349-3-0-6.wav,dog_bark,"['human_animal', 'animal', 'dog_bark']"
152908-5-0-7,5,3.5,7.5,1,152908-5-0-7.wav,engine_idling,"['vehicle', 'vehicle_operation', 'engine_idling']"
160366-3-0-4,3,2.0,6.0,1,160366-3-0-4.wav,dog_bark,"['human_animal', 'animal', 'dog_bark']"
203929-7-9-11,7,361.020203,365.020203,2,203929-7-9-11.wav,jackhammer,"['mechanical', 'construction_tools', 'jackhammer']"
203929-7-7-14,7,307.388222,311.388222,2,203929-7-7-14.wav,jackhammer,"['mechanical', 'construction_tools', 'jackhammer']"
84359-2-0-0,2,0.0,4.0,2,84359-2-0-0.wav,children_playing,"['human_animal', 'human', 'children_playing']"
84359-2-0-1,2,0.5,4.5,2,84359-2-0-1.wav,children_playing,"['human_animal', 'human', 'children_playing']"
203929-7-7-15,7,307.888222,311.888222,2,203929-7-7-15.wav,jackhammer,"['mechanical', 'construction_tools', 'jackhammer']"
152908-5-0-6,5,3.0,7.0,1,152908-5-0-6.wav,engine_idling,"['vehicle', 'vehicle_operation', 'engine_idling']"
14780-9-0-2,9,2.155116,6.155116,2,14780-9-0-2.wav,street_music,"['human_animal', 'human', 'street_music']"
201652-5-1-0,5,38.967822,42.967822,1,201652-5-1-0.wav,engine_idling,"['vehicle', 'vehicle_operation', 'engine_idling']"
185800-4-2-0,4,9.14007,13.14007,2,185800-4-2-0.wav,drilling,"['mechanical', 'construction_tools', 'drilling']"
174906-2-0-14,2,7.0,11.0,2,174906-2-0-14.wav,children_playing,"['human_animal', 'human', 'children_playing']"
178520-2-0-27,2,13.5,17.5,1,178520-2-0-27.wav,children_playing,"['human_animal', 'human', 'children_playing']"
201652-5-3-2,5,125.201485,129.201485,1,201652-5-3-2.wav,engine_idling,"['vehicle', 'vehicle_operation', 'engine_idling']"
71080-4-0-0,4,1.196632,2.628625,1,71080-4-0-0.wav,drilling,"['mechanical', 'construction_tools', 'drilling']"
132073-1-5-0,1,10.871261,12.230169,2,132073-1-5-0.wav,car_horn,"['vehicle', 'vehicle_signal', 'car_horn']"
152908-5-0-10,5,5.0,9.0,1,152908-5-0-10.wav,engine_idling,"['vehicle', 'vehicle_operation', 'engine_idling']"
201652-5-5-4,5,260.809406,264.809406,1,201652-5-5-4.wav,engine_idling,"['vehicle', 'vehicle_operation', 'engine_idling']"
177592-5-0-9,5,4.5,8.5,2,177592-5-0-9.wav,engine_idling,"['vehicle', 'vehicle_operation', 'engine_idling']"
73623-7-1-1,7,3.625816,7.625816,1,73623-7-1-1.wav,jackhammer,"['mechanical', 'construction_tools', 'jackhammer']"
203929-7-5-10,7,176.882059,180.882059,2,203929-7-5-10.wav,jackhammer,"['mechanical', 'construction_tools', 'jackhammer']"
77751-4-9-2,4,53.829079,57.829079,1,77751-4-9-2.wav,drilling,"['mechanical', 'construction_tools', 'drilling']"
76086-4-0-58,4,29.0,33.0,1,76086-4-0-58.wav,drilling,"['mechanical', 'construction_tools', 'drilling']"
168713-9-0-46,9,23.0,27.0,1,168713-9-0-46.wav,street_music,"['human_animal', 'human', 'street_music']"
203929-7-2-8,7,84.265679,88.265679,2,203929-7-2-8.wav,jackhammer,"['mechanical', 'construction_tools', 'jackhammer']"
77751-4-9-0,4,52.829079,56.829079,1,77751-4-9-0.wav,drilling,"['mechanical', 'construction_tools', 'drilling']"
146690-0-0-64,0,32.0,36.0,1,146690-0-0-64.wav,air_conditioner,"['mechanical', 'machinery', 'air_conditioner']"
176634-1-0-0,1,2.441912,2.70793,1,176634-1-0-0.wav,car_horn,"['vehicle', 'vehicle_signal', 'car_horn']"
96920-9-0-8,9,4.0,8.0,1,96920-9-0-8.wav,street_music,"['human_animal', 'human', 'street_music']"
155129-1-1-0,1,13.702351,13.86012,1,155129-1-1-0.wav,car_horn,"['vehicle', 'vehicle_signal', 'car_horn']"
147926-0-0-17,0,8.5,12.5,1,147926-0-0-17.wav,air_conditioner,"['mechanical', 'machinery', 'air_conditioner']"
152908-5-0-12,5,6.0,10.0,1,152908-5-0-12.wav,engine_idling,"['vehicle', 'vehicle_operation', 'engine_idling']"
96169-9-1-3,9,52.957537,56.957537,1,96169-9-1-3.wav,street_music,"['human_animal', 'human', 'street_music']"
97193-3-0-1,3,0.5,4.5,1,97193-3-0-1.wav,dog_bark,"['human_animal', 'animal', 'dog_bark']"
60605-9-0-95,9,47.5,51.5,1,60605-9-0-95.wav,street_music,"['human_animal', 'human', 'street_music']"
201652-5-3-0,5,124.201485,128.201485,1,201652-5-3-0.wav,engine_idling,"['vehicle', 'vehicle_operation', 'engine_idling']"
156893-7-9-0,7,29.173764,30.345177,2,156893-7-9-0.wav,jackhammer,"['mechanical', 'construction_tools', 'jackhammer']"
156893-7-11-0,7,32.715894,35.532863,2,156893-7-11-0.wav,jackhammer,"['mechanical', 'construction_tools', 'jackhammer']"
185800-4-2-2,4,10.14007,14.14007,2,185800-4-2-2.wav,drilling,"['mechanical', 'construction_tools', 'drilling']"
14780-9-0-0,9,1.155116,5.155116,2,14780-9-0-0.wav,street_music,"['human_animal', 'human', 'street_music']"
152908-5-0-4,5,2.0,6.0,1,152908-5-0-4.wav,engine_idling,"['vehicle', 'vehicle_operation', 'engine_idling']"
93193-9-1-19,9,169.075575,173.075575,2,93193-9-1-19.wav,street_music,"['human_animal', 'human', 'street_music']"
203929-7-9-12,7,361.520203,365.520203,2,203929-7-9-12.wav,jackhammer,"['mechanical', 'construction_tools', 'jackhammer']"
160366-3-0-7,3,3.5,7.5,1,160366-3-0-7.wav,dog_bark,"['human_animal', 'animal', 'dog_bark']"
146690-0-0-8,0,4.0,8.0,1,146690-0-0-8.wav,air_conditioner,"['mechanical', 'machinery', 'air_conditioner']"
108187-3-2-0,3,15.751454,16.246588,2,108187-3-2-0.wav,dog_bark,"['human_animal', 'animal', 'dog_bark']"
185800-4-0-0,4,0.0,4.0,1,185800-4-0-0.wav,drilling,"['mechanical', 'construction_tools', 'drilling']"
194841-9-0-130,9,65.0,69.0,1,194841-9-0-130.wav,street_music,"['human_animal', 'human', 'street_music']"
203929-7-7-16,7,308.388222,312.388222,2,203929-7-7-16.wav,jackhammer,"['mechanical', 'construction_tools', 'jackhammer']"
112195-3-0-57,3,28.5,32.5,1,112195-3-0-57.wav,dog_bark,"['human_animal', 'animal', 'dog_bark']"
185800-4-0-1,4,0.5,4.5,1,185800-4-0-1.wav,drilling,"['mechanical', 'construction_tools', 'drilling']"
84359-2-0-2,2,1.0,5.0,2,84359-2-0-2.wav,children_playing,"['human_animal', 'human', 'children_playing']"
182739-2-0-62,2,31.0,35.0,1,182739-2-0-62.wav,children_playing,"['human_animal', 'human', 'children_playing']"
152908-5-0-5,5,2.5,6.5,1,152908-5-0-5.wav,engine_idling,"['vehicle', 'vehicle_operation', 'engine_idling']"
112195-3-0-80,3,40.0,44.0,1,112195-3-0-80.wav,dog_bark,"['human_animal', 'animal', 'dog_bark']"
14780-9-0-1,9,1.655116,5.655116,2,14780-9-0-1.wav,street_music,"['human_animal', 'human', 'street_music']"
93193-9-1-18,9,168.575575,172.575575,2,93193-9-1-18.wav,street_music,"['human_animal', 'human', 'street_music']"
