clip_id,audio_path,class_id,class_label,fold,hierarchy
177742-0-0-196,/Users/aleks/sound_datasets/urbansound8k/audio/fold3/177742-0-0-196.wav,0,air_conditioner,3,"['mechanical', 'machinery', 'air_conditioner']"
170015-3-0-0,/Users/aleks/sound_datasets/urbansound8k/audio/fold3/170015-3-0-0.wav,3,dog_bark,3,"['human_animal', 'animal', 'dog_bark']"
94636-8-0-15,/Users/aleks/sound_datasets/urbansound8k/audio/fold3/94636-8-0-15.wav,8,siren,3,"['vehicle', 'vehicle_signal', 'siren']"
94636-8-0-9,/Users/aleks/sound_datasets/urbansound8k/audio/fold3/94636-8-0-9.wav,8,siren,3,"['vehicle', 'vehicle_signal', 'siren']"
132855-2-0-58,/Users/aleks/sound_datasets/urbansound8k/audio/fold3/132855-2-0-58.wav,2,children_playing,3,"['human_animal', 'human', 'children_playing']"
155263-2-0-50,/Users/aleks/sound_datasets/urbansound8k/audio/fold3/155263-2-0-50.wav,2,children_playing,3,"['human_animal', 'human', 'children_playing']"
69598-4-0-0,/Users/aleks/sound_datasets/urbansound8k/audio/fold3/69598-4-0-0.wav,4,drilling,3,"['mechanical', 'construction_tools', 'drilling']"
132855-2-0-70,/Users/aleks/sound_datasets/urbansound8k/audio/fold3/132855-2-0-70.wav,2,children_playing,3,"['human_animal', 'human', 'children_playing']"
144068-5-0-10,/Users/aleks/sound_datasets/urbansound8k/audio/fold3/144068-5-0-10.wav,5,engine_idling,3,"['vehicle', 'vehicle_operation', 'engine_idling']"
62837-7-0-17,/Users/aleks/sound_datasets/urbansound8k/audio/fold3/62837-7-0-17.wav,7,jackhammer,3,"['mechanical', 'construction_tools', 'jackhammer']"
179865-1-0-0,/Users/aleks/sound_datasets/urbansound8k/audio/fold3/179865-1-0-0.wav,1,car_horn,3,"['vehicle', 'vehicle_signal', 'car_horn']"
30204-0-0-12,/Users/aleks/sound_datasets/urbansound8k/audio/fold3/30204-0-0-12.wav,0,air_conditioner,3,"['mechanical', 'machinery', 'air_conditioner']"
42117-8-1-0,/Users/aleks/sound_datasets/urbansound8k/audio/fold3/42117-8-1-0.wav,8,siren,3,"['vehicle', 'vehicle_signal', 'siren']"
49485-9-0-138,/Users/aleks/sound_datasets/urbansound8k/audio/fold3/49485-9-0-138.wav,9,street_music,3,"['human_animal', 'human', 'street_music']"
98681-9-0-0,/Users/aleks/sound_datasets/urbansound8k/audio/fold3/98681-9-0-0.wav,9,street_music,3,"['human_animal', 'human', 'street_music']"
62837-7-1-4,/Users/aleks/sound_datasets/urbansound8k/audio/fold3/62837-7-1-4.wav,7,jackhammer,3,"['mechanical', 'construction_tools', 'jackhammer']"
165039-7-8-2,/Users/aleks/sound_datasets/urbansound8k/audio/fold3/165039-7-8-2.wav,7,jackhammer,3,"['mechanical', 'construction_tools', 'jackhammer']"
180057-9-0-11,/Users/aleks/sound_datasets/urbansound8k/audio/fold3/180057-9-0-11.wav,9,street_music,3,"['human_animal', 'human', 'street_music']"
177742-0-0-10,/Users/aleks/sound_datasets/urbansound8k/audio/fold3/177742-0-0-10.wav,0,air_conditioner,3,"['mechanical', 'machinery', 'air_conditioner']"
144068-5-4-0,/Users/aleks/sound_datasets/urbansound8k/audio/fold3/144068-5-4-0.wav,5,engine_idling,3,"['vehicle', 'vehicle_operation', 'engine_idling']"
65750-3-0-5,/Users/aleks/sound_datasets/urbansound8k/audio/fold3/65750-3-0-5.wav,3,dog_bark,3,"['human_animal', 'animal', 'dog_bark']"
199769-1-0-0,/Users/aleks/sound_datasets/urbansound8k/audio/fold3/199769-1-0-0.wav,1,car_horn,3,"['vehicle', 'vehicle_signal', 'car_horn']"
66622-4-0-7,/Users/aleks/sound_datasets/urbansound8k/audio/fold3/66622-4-0-7.wav,4,drilling,3,"['mechanical', 'construction_tools', 'drilling']"
54067-2-0-80,/Users/aleks/sound_datasets/urbansound8k/audio/fold3/54067-2-0-80.wav,2,children_playing,3,"['human_animal', 'human', 'children_playing']"
19338-5-1-0,/Users/aleks/sound_datasets/urbansound8k/audio/fold3/19338-5-1-0.wav,5,engine_idling,3,"['vehicle', 'vehicle_operation', 'engine_idling']"
199769-1-0-16,/Users/aleks/sound_datasets/urbansound8k/audio/fold3/199769-1-0-16.wav,1,car_horn,3,"['vehicle', 'vehicle_signal', 'car_horn']"
63095-4-0-6,/Users/aleks/sound_datasets/urbansound8k/audio/fold3/63095-4-0-6.wav,4,drilling,3,"['mechanical', 'construction_tools', 'drilling']"
93065-9-0-4,/Users/aleks/sound_datasets/urbansound8k/audio/fold3/93065-9-0-4.wav,9,street_music,3,"['human_animal', 'human', 'street_music']"
116400-3-1-2,/Users/aleks/sound_datasets/urbansound8k/audio/fold3/116400-3-1-2.wav,3,dog_bark,3,"['human_animal', 'animal', 'dog_bark']"
44831-3-0-0,/Users/aleks/sound_datasets/urbansound8k/audio/fold3/44831-3-0-0.wav,3,dog_bark,3,"['human_animal', 'animal', 'dog_bark']"
195451-5-0-18,/Users/aleks/sound_datasets/urbansound8k/audio/fold3/195451-5-0-18.wav,5,engine_idling,3,"['vehicle', 'vehicle_operation', 'engine_idling']"
17615-3-0-6,/Users/aleks/sound_datasets/urbansound8k/audio/fold3/17615-3-0-6.wav,3,dog_bark,3,"['human_animal', 'animal', 'dog_bark']"
155263-2-0-23,/Users/aleks/sound_datasets/urbansound8k/audio/fold3/155263-2-0-23.wav,2,children_playing,3,"['human_animal', 'human', 'children_playing']"
207124-3-2-0,/Users/aleks/sound_datasets/urbansound8k/audio/fold3/207124-3-2-0.wav,3,dog_bark,3,"['human_animal', 'animal', 'dog_bark']"
103199-4-2-9,/Users/aleks/sound_datasets/urbansound8k/audio/fold3/103199-4-2-9.wav,4,drilling,3,"['mechanical', 'construction_tools', 'drilling']"
29721-4-0-8,/Users/aleks/sound_datasets/urbansound8k/audio/fold3/29721-4-0-8.wav,4,drilling,3,"['mechanical', 'construction_tools', 'drilling']"
42117-8-0-7,/Users/aleks/sound_datasets/urbansound8k/audio/fold3/42117-8-0-7.wav,8,siren,3,"['vehicle', 'vehicle_signal', 'siren']"
13230-0-0-18,/Users/aleks/sound_datasets/urbansound8k/audio/fold3/13230-0-0-18.wav,0,air_conditioner,3,"['mechanical', 'machinery', 'air_conditioner']"
13230-0-0-24,/Users/aleks/sound_datasets/urbansound8k/audio/fold3/13230-0-0-24.wav,0,air_conditioner,3,"['mechanical', 'machinery', 'air_conditioner']"
77769-9-0-12,/Users/aleks/sound_datasets/urbansound8k/audio/fold3/77769-9-0-12.wav,9,street_music,3,"['human_animal', 'human', 'street_music']"
186334-2-0-33,/Users/aleks/sound_datasets/urbansound8k/audio/fold3/186334-2-0-33.wav,2,children_playing,3,"['human_animal', 'human', 'children_playing']"
22601-8-0-33,/Users/aleks/sound_datasets/urbansound8k/audio/fold3/22601-8-0-33.wav,8,siren,3,"['vehicle', 'vehicle_signal', 'siren']"
184725-3-0-5,/Users/aleks/sound_datasets/urbansound8k/audio/fold3/184725-3-0-5.wav,3,dog_bark,3,"['human_animal', 'animal', 'dog_bark']"
9223-2-0-5,/Users/aleks/sound_datasets/urbansound8k/audio/fold3/9223-2-0-5.wav,2,children_playing,3,"['human_animal', 'human', 'children_playing']"
185375-9-0-26,/Users/aleks/sound_datasets/urbansound8k/audio/fold3/185375-9-0-26.wav,9,street_music,3,"['human_animal', 'human', 'street_music']"
30204-0-0-9,/Users/aleks/sound_datasets/urbansound8k/audio/fold3/30204-0-0-9.wav,0,air_conditioner,3,"['mechanical', 'machinery', 'air_conditioner']"
22601-8-0-27,/Users/aleks/sound_datasets/urbansound8k/audio/fold3/22601-8-0-27.wav,8,siren,3,"['vehicle', 'vehicle_signal', 'siren']"
42097-7-0-1,/Users/aleks/sound_datasets/urbansound8k/audio/fold3/42097-7-0-1.wav,7,jackhammer,3,"['mechanical', 'construction_tools', 'jackhammer']"
62837-7-1-24,/Users/aleks/sound_datasets/urbansound8k/audio/fold3/62837-7-1-24.wav,7,jackhammer,3,"['mechanical', 'construction_tools', 'jackhammer']"
62837-7-0-3,/Users/aleks/sound_datasets/urbansound8k/audio/fold3/62837-7-0-3.wav,7,jackhammer,3,"['mechanical', 'construction_tools', 'jackhammer']"
151359-1-1-0,/Users/aleks/sound_datasets/urbansound8k/audio/fold3/151359-1-1-0.wav,1,car_horn,3,"['vehicle', 'vehicle_signal', 'car_horn']"
62837-7-1-18,/Users/aleks/sound_datasets/urbansound8k/audio/fold3/62837-7-1-18.wav,7,jackhammer,3,"['mechanical', 'construction_tools', 'jackhammer']"
62837-7-1-31,/Users/aleks/sound_datasets/urbansound8k/audio/fold3/62837-7-1-31.wav,7,jackhammer,3,"['mechanical', 'construction_tools', 'jackhammer']"
62837-7-0-2,/Users/aleks/sound_datasets/urbansound8k/audio/fold3/62837-7-0-2.wav,7,jackhammer,3,"['mechanical', 'construction_tools', 'jackhammer']"
42097-7-0-0,/Users/aleks/sound_datasets/urbansound8k/audio/fold3/42097-7-0-0.wav,7,jackhammer,3,"['mechanical', 'construction_tools', 'jackhammer']"
155227-9-0-23,/Users/aleks/sound_datasets/urbansound8k/audio/fold3/155227-9-0-23.wav,9,street_music,3,"['human_animal', 'human', 'street_music']"
185375-9-0-33,/Users/aleks/sound_datasets/urbansound8k/audio/fold3/185375-9-0-33.wav,9,street_music,3,"['human_animal', 'human', 'street_music']"
22601-8-0-26,/Users/aleks/sound_datasets/urbansound8k/audio/fold3/22601-8-0-26.wav,8,siren,3,"['vehicle', 'vehicle_signal', 'siren']"
30204-0-0-8,/Users/aleks/sound_datasets/urbansound8k/audio/fold3/30204-0-0-8.wav,0,air_conditioner,3,"['mechanical', 'machinery', 'air_conditioner']"
22601-8-0-32,/Users/aleks/sound_datasets/urbansound8k/audio/fold3/22601-8-0-32.wav,8,siren,3,"['vehicle', 'vehicle_signal', 'siren']"
9223-2-0-4,/Users/aleks/sound_datasets/urbansound8k/audio/fold3/9223-2-0-4.wav,2,children_playing,3,"['human_animal', 'human', 'children_playing']"
184725-3-0-4,/Users/aleks/sound_datasets/urbansound8k/audio/fold3/184725-3-0-4.wav,3,dog_bark,3,"['human_animal', 'animal', 'dog_bark']"
13230-0-0-25,/Users/aleks/sound_datasets/urbansound8k/audio/fold3/13230-0-0-25.wav,0,air_conditioner,3,"['mechanical', 'machinery', 'air_conditioner']"
135526-6-7-0,/Users/aleks/sound_datasets/urbansound8k/audio/fold3/135526-6-7-0.wav,6,gun_shot,3,"['impact', 'hazardous', 'gun_shot']"
13230-0-0-19,/Users/aleks/sound_datasets/urbansound8k/audio/fold3/13230-0-0-19.wav,0,air_conditioner,3,"['mechanical', 'machinery', 'air_conditioner']"
42117-8-0-6,/Users/aleks/sound_datasets/urbansound8k/audio/fold3/42117-8-0-6.wav,8,siren,3,"['vehicle', 'vehicle_signal', 'siren']"
76094-6-0-0,/Users/aleks/sound_datasets/urbansound8k/audio/fold3/76094-6-0-0.wav,6,gun_shot,3,"['impact', 'hazardous', 'gun_shot']"
29721-4-0-9,/Users/aleks/sound_datasets/urbansound8k/audio/fold3/29721-4-0-9.wav,4,drilling,3,"['mechanical', 'construction_tools', 'drilling']"
155263-2-0-22,/Users/aleks/sound_datasets/urbansound8k/audio/fold3/155263-2-0-22.wav,2,children_playing,3,"['human_animal', 'human', 'children_playing']"
103199-4-2-8,/Users/aleks/sound_datasets/urbansound8k/audio/fold3/103199-4-2-8.wav,4,drilling,3,"['mechanical', 'construction_tools', 'drilling']"
172315-9-0-113,/Users/aleks/sound_datasets/urbansound8k/audio/fold3/172315-9-0-113.wav,9,street_music,3,"['human_animal', 'human', 'street_music']"
69598-4-7-0,/Users/aleks/sound_datasets/urbansound8k/audio/fold3/69598-4-7-0.wav,4,drilling,3,"['mechanical', 'construction_tools', 'drilling']"
138473-9-0-38,/Users/aleks/sound_datasets/urbansound8k/audio/fold3/138473-9-0-38.wav,9,street_music,3,"['human_animal', 'human', 'street_music']"
195451-5-0-19,/Users/aleks/sound_datasets/urbansound8k/audio/fold3/195451-5-0-19.wav,5,engine_idling,3,"['vehicle', 'vehicle_operation', 'engine_idling']"
151071-6-0-0,/Users/aleks/sound_datasets/urbansound8k/audio/fold3/151071-6-0-0.wav,6,gun_shot,3,"['impact', 'hazardous', 'gun_shot']"
199769-1-0-17,/Users/aleks/sound_datasets/urbansound8k/audio/fold3/199769-1-0-17.wav,1,car_horn,3,"['vehicle', 'vehicle_signal', 'car_horn']"
76221-2-0-6,/Users/aleks/sound_datasets/urbansound8k/audio/fold3/76221-2-0-6.wav,2,children_playing,3,"['human_animal', 'human', 'children_playing']"
156418-3-2-0,/Users/aleks/sound_datasets/urbansound8k/audio/fold3/156418-3-2-0.wav,3,dog_bark,3,"['human_animal', 'animal', 'dog_bark']"
66622-4-0-6,/Users/aleks/sound_datasets/urbansound8k/audio/fold3/66622-4-0-6.wav,4,drilling,3,"['mechanical', 'construction_tools', 'drilling']"
78326-9-0-5,/Users/aleks/sound_datasets/urbansound8k/audio/fold3/78326-9-0-5.wav,9,street_music,3,"['human_animal', 'human', 'street_music']"
144068-5-3-0,/Users/aleks/sound_datasets/urbansound8k/audio/fold3/144068-5-3-0.wav,5,engine_idling,3,"['vehicle', 'vehicle_operation', 'engine_idling']"
199769-1-0-1,/Users/aleks/sound_datasets/urbansound8k/audio/fold3/199769-1-0-1.wav,1,car_horn,3,"['vehicle', 'vehicle_signal', 'car_horn']"
78326-9-0-7,/Users/aleks/sound_datasets/urbansound8k/audio/fold3/78326-9-0-7.wav,9,street_music,3,"['human_animal', 'human', 'street_music']"
66622-4-0-4,/Users/aleks/sound_datasets/urbansound8k/audio/fold3/66622-4-0-4.wav,4,drilling,3,"['mechanical', 'construction_tools', 'drilling']"
199769-1-0-3,/Users/aleks/sound_datasets/urbansound8k/audio/fold3/199769-1-0-3.wav,1,car_horn,3,"['vehicle', 'vehicle_signal', 'car_horn']"
76221-2-0-4,/Users/aleks/sound_datasets/urbansound8k/audio/fold3/76221-2-0-4.wav,2,children_playing,3,"['human_animal', 'human', 'children_playing']"
69598-4-5-0,/Users/aleks/sound_datasets/urbansound8k/audio/fold3/69598-4-5-0.wav,4,drilling,3,"['mechanical', 'construction_tools', 'drilling']"
94631-9-0-16,/Users/aleks/sound_datasets/urbansound8k/audio/fold3/94631-9-0-16.wav,9,street_music,3,"['human_animal', 'human', 'street_music']"
74810-9-0-32,/Users/aleks/sound_datasets/urbansound8k/audio/fold3/74810-9-0-32.wav,9,street_music,3,"['human_animal', 'human', 'street_music']"
93065-9-0-7,/Users/aleks/sound_datasets/urbansound8k/audio/fold3/93065-9-0-7.wav,9,street_music,3,"['human_animal', 'human', 'street_music']"
199769-1-0-15,/Users/aleks/sound_datasets/urbansound8k/audio/fold3/199769-1-0-15.wav,1,car_horn,3,"['vehicle', 'vehicle_signal', 'car_horn']"
138473-9-0-12,/Users/aleks/sound_datasets/urbansound8k/audio/fold3/138473-9-0-12.wav,9,street_music,3,"['human_animal', 'human', 'street_music']"
116400-3-1-1,/Users/aleks/sound_datasets/urbansound8k/audio/fold3/116400-3-1-1.wav,3,dog_bark,3,"['human_animal', 'animal', 'dog_bark']"
156418-3-0-0,/Users/aleks/sound_datasets/urbansound8k/audio/fold3/156418-3-0-0.wav,3,dog_bark,3,"['human_animal', 'animal', 'dog_bark']"
61791-9-1-1,/Users/aleks/sound_datasets/urbansound8k/audio/fold3/61791-9-1-1.wav,9,street_music,3,"['human_animal', 'human', 'street_music']"
144068-5-1-0,/Users/aleks/sound_datasets/urbansound8k/audio/fold3/144068-5-1-0.wav,5,engine_idling,3,"['vehicle', 'vehicle_operation', 'engine_idling']"
155263-2-0-34,/Users/aleks/sound_datasets/urbansound8k/audio/fold3/155263-2-0-34.wav,2,children_playing,3,"['human_animal', 'human', 'children_playing']"
172315-9-0-105,/Users/aleks/sound_datasets/urbansound8k/audio/fold3/172315-9-0-105.wav,9,street_music,3,"['human_animal', 'human', 'street_music']"
185373-9-1-46,/Users/aleks/sound_datasets/urbansound8k/audio/fold3/185373-9-1-46.wav,9,street_music,3,"['human_animal', 'human', 'street_music']"
186339-9-0-18,/Users/aleks/sound_datasets/urbansound8k/audio/fold3/186339-9-0-18.wav,9,street_music,3,"['human_animal', 'human', 'street_music']"
42117-8-0-4,/Users/aleks/sound_datasets/urbansound8k/audio/fold3/42117-8-0-4.wav,8,siren,3,"['vehicle', 'vehicle_signal', 'siren']"
63292-3-0-0,/Users/aleks/sound_datasets/urbansound8k/audio/fold3/63292-3-0-0.wav,3,dog_bark,3,"['human_animal', 'animal', 'dog_bark']"
17853-5-0-9,/Users/aleks/sound_datasets/urbansound8k/audio/fold3/17853-5-0-9.wav,5,engine_idling,3,"['vehicle', 'vehicle_operation', 'engine_idling']"
13230-0-0-27,/Users/aleks/sound_datasets/urbansound8k/audio/fold3/13230-0-0-27.wav,0,air_conditioner,3,"['mechanical', 'machinery', 'air_conditioner']"
22601-8-0-24,/Users/aleks/sound_datasets/urbansound8k/audio/fold3/22601-8-0-24.wav,8,siren,3,"['vehicle', 'vehicle_signal', 'siren']"
22601-8-0-30,/Users/aleks/sound_datasets/urbansound8k/audio/fold3/22601-8-0-30.wav,8,siren,3,"['vehicle', 'vehicle_signal', 'siren']"
22601-8-0-18,/Users/aleks/sound_datasets/urbansound8k/audio/fold3/22601-8-0-18.wav,8,siren,3,"['vehicle', 'vehicle_signal', 'siren']"
42097-7-0-2,/Users/aleks/sound_datasets/urbansound8k/audio/fold3/42097-7-0-2.wav,7,jackhammer,3,"['mechanical', 'construction_tools', 'jackhammer']"
135526-6-5-0,/Users/aleks/sound_datasets/urbansound8k/audio/fold3/135526-6-5-0.wav,6,gun_shot,3,"['impact', 'hazardous', 'gun_shot']"
62837-7-1-33,/Users/aleks/sound_datasets/urbansound8k/audio/fold3/62837-7-1-33.wav,7,jackhammer,3,"['mechanical', 'construction_tools', 'jackhammer']"
62837-7-1-27,/Users/aleks/sound_datasets/urbansound8k/audio/fold3/62837-7-1-27.wav,7,jackhammer,3,"['mechanical', 'construction_tools', 'jackhammer']"
88569-2-0-77,/Users/aleks/sound_datasets/urbansound8k/audio/fold3/88569-2-0-77.wav,2,children_playing,3,"['human_animal', 'human', 'children_playing']"
74810-9-1-5,/Users/aleks/sound_datasets/urbansound8k/audio/fold3/74810-9-1-5.wav,9,street_music,3,"['human_animal', 'human', 'street_music']"
62837-7-1-26,/Users/aleks/sound_datasets/urbansound8k/audio/fold3/62837-7-1-26.wav,7,jackhammer,3,"['mechanical', 'construction_tools', 'jackhammer']"
62837-7-1-32,/Users/aleks/sound_datasets/urbansound8k/audio/fold3/62837-7-1-32.wav,7,jackhammer,3,"['mechanical', 'construction_tools', 'jackhammer']"
22601-8-0-19,/Users/aleks/sound_datasets/urbansound8k/audio/fold3/22601-8-0-19.wav,8,siren,3,"['vehicle', 'vehicle_signal', 'siren']"
155227-9-0-20,/Users/aleks/sound_datasets/urbansound8k/audio/fold3/155227-9-0-20.wav,9,street_music,3,"['human_animal', 'human', 'street_music']"
52077-3-0-8,/Users/aleks/sound_datasets/urbansound8k/audio/fold3/52077-3-0-8.wav,3,dog_bark,3,"['human_animal', 'animal', 'dog_bark']"
49769-5-1-0,/Users/aleks/sound_datasets/urbansound8k/audio/fold3/49769-5-1-0.wav,5,engine_idling,3,"['vehicle', 'vehicle_operation', 'engine_idling']"
22601-8-0-31,/Users/aleks/sound_datasets/urbansound8k/audio/fold3/22601-8-0-31.wav,8,siren,3,"['vehicle', 'vehicle_signal', 'siren']"
22601-8-0-25,/Users/aleks/sound_datasets/urbansound8k/audio/fold3/22601-8-0-25.wav,8,siren,3,"['vehicle', 'vehicle_signal', 'siren']"
17853-5-0-8,/Users/aleks/sound_datasets/urbansound8k/audio/fold3/17853-5-0-8.wav,5,engine_idling,3,"['vehicle', 'vehicle_operation', 'engine_idling']"
13230-0-0-26,/Users/aleks/sound_datasets/urbansound8k/audio/fold3/13230-0-0-26.wav,0,air_conditioner,3,"['mechanical', 'machinery', 'air_conditioner']"
63292-3-0-1,/Users/aleks/sound_datasets/urbansound8k/audio/fold3/63292-3-0-1.wav,3,dog_bark,3,"['human_animal', 'animal', 'dog_bark']"
200161-3-7-0,/Users/aleks/sound_datasets/urbansound8k/audio/fold3/200161-3-7-0.wav,3,dog_bark,3,"['human_animal', 'animal', 'dog_bark']"
52357-6-0-0,/Users/aleks/sound_datasets/urbansound8k/audio/fold3/52357-6-0-0.wav,6,gun_shot,3,"['impact', 'hazardous', 'gun_shot']"
151359-1-3-0,/Users/aleks/sound_datasets/urbansound8k/audio/fold3/151359-1-3-0.wav,1,car_horn,3,"['vehicle', 'vehicle_signal', 'car_horn']"
77769-9-0-4,/Users/aleks/sound_datasets/urbansound8k/audio/fold3/77769-9-0-4.wav,9,street_music,3,"['human_animal', 'human', 'street_music']"
42117-8-0-5,/Users/aleks/sound_datasets/urbansound8k/audio/fold3/42117-8-0-5.wav,8,siren,3,"['vehicle', 'vehicle_signal', 'siren']"
65750-3-3-68,/Users/aleks/sound_datasets/urbansound8k/audio/fold3/65750-3-3-68.wav,3,dog_bark,3,"['human_animal', 'animal', 'dog_bark']"
146714-0-0-17,/Users/aleks/sound_datasets/urbansound8k/audio/fold3/146714-0-0-17.wav,0,air_conditioner,3,"['mechanical', 'machinery', 'air_conditioner']"
19338-5-3-0,/Users/aleks/sound_datasets/urbansound8k/audio/fold3/19338-5-3-0.wav,5,engine_idling,3,"['vehicle', 'vehicle_operation', 'engine_idling']"
156418-3-0-1,/Users/aleks/sound_datasets/urbansound8k/audio/fold3/156418-3-0-1.wav,3,dog_bark,3,"['human_animal', 'animal', 'dog_bark']"
116400-3-1-0,/Users/aleks/sound_datasets/urbansound8k/audio/fold3/116400-3-1-0.wav,3,dog_bark,3,"['human_animal', 'animal', 'dog_bark']"
17615-3-0-4,/Users/aleks/sound_datasets/urbansound8k/audio/fold3/17615-3-0-4.wav,3,dog_bark,3,"['human_animal', 'animal', 'dog_bark']"
63095-4-0-4,/Users/aleks/sound_datasets/urbansound8k/audio/fold3/63095-4-0-4.wav,4,drilling,3,"['mechanical', 'construction_tools', 'drilling']"
74810-9-0-27,/Users/aleks/sound_datasets/urbansound8k/audio/fold3/74810-9-0-27.wav,9,street_music,3,"['human_animal', 'human', 'street_music']"
199769-1-0-14,/Users/aleks/sound_datasets/urbansound8k/audio/fold3/199769-1-0-14.wav,1,car_horn,3,"['vehicle', 'vehicle_signal', 'car_horn']"
76221-2-0-5,/Users/aleks/sound_datasets/urbansound8k/audio/fold3/76221-2-0-5.wav,2,children_playing,3,"['human_animal', 'human', 'children_playing']"
176783-3-0-3,/Users/aleks/sound_datasets/urbansound8k/audio/fold3/176783-3-0-3.wav,3,dog_bark,3,"['human_animal', 'animal', 'dog_bark']"
207124-3-0-0,/Users/aleks/sound_datasets/urbansound8k/audio/fold3/207124-3-0-0.wav,3,dog_bark,3,"['human_animal', 'animal', 'dog_bark']"
199769-1-0-2,/Users/aleks/sound_datasets/urbansound8k/audio/fold3/199769-1-0-2.wav,1,car_horn,3,"['vehicle', 'vehicle_signal', 'car_horn']"
78326-9-0-6,/Users/aleks/sound_datasets/urbansound8k/audio/fold3/78326-9-0-6.wav,9,street_music,3,"['human_animal', 'human', 'street_music']"
66622-4-0-5,/Users/aleks/sound_datasets/urbansound8k/audio/fold3/66622-4-0-5.wav,4,drilling,3,"['mechanical', 'construction_tools', 'drilling']"
44831-3-2-0,/Users/aleks/sound_datasets/urbansound8k/audio/fold3/44831-3-2-0.wav,3,dog_bark,3,"['human_animal', 'animal', 'dog_bark']"
177742-0-0-49,/Users/aleks/sound_datasets/urbansound8k/audio/fold3/177742-0-0-49.wav,0,air_conditioner,3,"['mechanical', 'machinery', 'air_conditioner']"
66622-4-0-1,/Users/aleks/sound_datasets/urbansound8k/audio/fold3/66622-4-0-1.wav,4,drilling,3,"['mechanical', 'construction_tools', 'drilling']"
199769-1-0-6,/Users/aleks/sound_datasets/urbansound8k/audio/fold3/199769-1-0-6.wav,1,car_horn,3,"['vehicle', 'vehicle_signal', 'car_horn']"
93065-9-0-2,/Users/aleks/sound_datasets/urbansound8k/audio/fold3/93065-9-0-2.wav,9,street_music,3,"['human_animal', 'human', 'street_music']"
199769-1-0-10,/Users/aleks/sound_datasets/urbansound8k/audio/fold3/199769-1-0-10.wav,1,car_horn,3,"['vehicle', 'vehicle_signal', 'car_horn']"
76221-2-0-1,/Users/aleks/sound_datasets/urbansound8k/audio/fold3/76221-2-0-1.wav,2,children_playing,3,"['human_animal', 'human', 'children_playing']"
112075-5-0-2,/Users/aleks/sound_datasets/urbansound8k/audio/fold3/112075-5-0-2.wav,5,engine_idling,3,"['vehicle', 'vehicle_operation', 'engine_idling']"
17615-3-0-0,/Users/aleks/sound_datasets/urbansound8k/audio/fold3/17615-3-0-0.wav,3,dog_bark,3,"['human_animal', 'animal', 'dog_bark']"
41372-3-0-39,/Users/aleks/sound_datasets/urbansound8k/audio/fold3/41372-3-0-39.wav,3,dog_bark,3,"['human_animal', 'animal', 'dog_bark']"
31884-7-0-2,/Users/aleks/sound_datasets/urbansound8k/audio/fold3/31884-7-0-2.wav,7,jackhammer,3,"['mechanical', 'construction_tools', 'jackhammer']"
188824-7-9-0,/Users/aleks/sound_datasets/urbansound8k/audio/fold3/188824-7-9-0.wav,7,jackhammer,3,"['mechanical', 'construction_tools', 'jackhammer']"
146714-0-0-13,/Users/aleks/sound_datasets/urbansound8k/audio/fold3/146714-0-0-13.wav,0,air_conditioner,3,"['mechanical', 'machinery', 'air_conditioner']"
42117-8-0-1,/Users/aleks/sound_datasets/urbansound8k/audio/fold3/42117-8-0-1.wav,8,siren,3,"['vehicle', 'vehicle_signal', 'siren']"
77769-9-0-0,/Users/aleks/sound_datasets/urbansound8k/audio/fold3/77769-9-0-0.wav,9,street_music,3,"['human_animal', 'human', 'street_music']"
153261-0-0-0,/Users/aleks/sound_datasets/urbansound8k/audio/fold3/153261-0-0-0.wav,0,air_conditioner,3,"['mechanical', 'machinery', 'air_conditioner']"
186334-2-0-35,/Users/aleks/sound_datasets/urbansound8k/audio/fold3/186334-2-0-35.wav,2,children_playing,3,"['human_animal', 'human', 'children_playing']"
13230-0-0-22,/Users/aleks/sound_datasets/urbansound8k/audio/fold3/13230-0-0-22.wav,0,air_conditioner,3,"['mechanical', 'machinery', 'air_conditioner']"
144068-5-5-1,/Users/aleks/sound_datasets/urbansound8k/audio/fold3/144068-5-5-1.wav,5,engine_idling,3,"['vehicle', 'vehicle_operation', 'engine_idling']"
155227-9-0-24,/Users/aleks/sound_datasets/urbansound8k/audio/fold3/155227-9-0-24.wav,9,street_music,3,"['human_animal', 'human', 'street_music']"
42937-4-0-0,/Users/aleks/sound_datasets/urbansound8k/audio/fold3/42937-4-0-0.wav,4,drilling,3,"['mechanical', 'construction_tools', 'drilling']"
22601-8-0-21,/Users/aleks/sound_datasets/urbansound8k/audio/fold3/22601-8-0-21.wav,8,siren,3,"['vehicle', 'vehicle_signal', 'siren']"
22601-8-0-35,/Users/aleks/sound_datasets/urbansound8k/audio/fold3/22601-8-0-35.wav,8,siren,3,"['vehicle', 'vehicle_signal', 'siren']"
62837-7-1-22,/Users/aleks/sound_datasets/urbansound8k/audio/fold3/62837-7-1-22.wav,7,jackhammer,3,"['mechanical', 'construction_tools', 'jackhammer']"
62837-7-0-4,/Users/aleks/sound_datasets/urbansound8k/audio/fold3/62837-7-0-4.wav,7,jackhammer,3,"['mechanical', 'construction_tools', 'jackhammer']"
88569-2-0-67,/Users/aleks/sound_datasets/urbansound8k/audio/fold3/88569-2-0-67.wav,2,children_playing,3,"['human_animal', 'human', 'children_playing']"
